type,id,geometry_type,properties_@featureType,properties__id,properties_EvseStatus,properties_lastUpdate,properties_ValueAddedServices,properties_GeoCoordinates_DecimalDegree_Latitude,properties_GeoCoordinates_DecimalDegree_Longitude,properties_OperatorID,properties_CalibrationLawDataAvailability,properties_AccessibilityLocation,properties_ChargingStationId,properties_HotlinePhoneNumber,properties_IsOpen24Hours,properties_Address_PostalCode,properties_Address_City,properties_Address_Street,properties_Address_Country,properties_Address_ParkingFacility,properties_Address_HouseNum,properties_IsHubjectCompatible,properties_RenewableEnergy,properties_EvseID,properties_Accessibility
Feature,CHFASE4150401,Point,evse,CHFASE4150401,Available,2023-06-29T12:46:33Z,None,46.95768,9.54895,CH*FASTNED,Not Available,OnStreet,50819,41415391092,TRUE,7205,Zizers,Rastplatz Apfelwuhr Nord A13,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4150401,Free publicly accessible
Feature,CHFASE4150402,Point,evse,CHFASE4150402,Available,2023-06-29T12:44:01Z,None,46.95768,9.54895,CH*FASTNED,Not Available,OnStreet,50819,41415391092,TRUE,7205,Zizers,Rastplatz Apfelwuhr Nord A13,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4150402,Free publicly accessible
Feature,CHFASE4150403,Point,evse,CHFASE4150403,Available,2023-06-29T12:51:09Z,None,46.95768,9.54895,CH*FASTNED,Not Available,OnStreet,50819,41415391092,TRUE,7205,Zizers,Rastplatz Apfelwuhr Nord A13,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4150403,Free publicly accessible
Feature,CHFASE4150404,Point,evse,CHFASE4150404,Available,2023-06-29T12:48:32Z,None,46.95768,9.54895,CH*FASTNED,Not Available,OnStreet,50819,41415391092,TRUE,7205,Zizers,Rastplatz Apfelwuhr Nord A13,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4150404,Free publicly accessible
Feature,CHFASE4130201,Point,evse,CHFASE4130201,Available,2023-03-15T12:57:06Z,None,47.392556,8.160158,CH*FASTNED,Not Available,OnStreet,50231,41415391092,TRUE,5600,Lenzburg,Rastplatz Lenzburg A1,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4130201,Free publicly accessible
Feature,CHFASE4130202,Point,evse,CHFASE4130202,Occupied,2023-03-15T12:52:54Z,None,47.392556,8.160158,CH*FASTNED,Not Available,OnStreet,50231,41415391092,TRUE,5600,Lenzburg,Rastplatz Lenzburg A1,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4130202,Free publicly accessible
Feature,CHFASE4130203,Point,evse,CHFASE4130203,Available,2023-03-15T12:57:23Z,None,47.392556,8.160158,CH*FASTNED,Not Available,OnStreet,50231,41415391092,TRUE,5600,Lenzburg,Rastplatz Lenzburg A1,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4130203,Free publicly accessible
Feature,CHFASE4130204,Point,evse,CHFASE4130204,Available,2023-03-15T11:55:05Z,None,47.392556,8.160158,CH*FASTNED,Not Available,OnStreet,50231,41415391092,TRUE,5600,Lenzburg,Rastplatz Lenzburg A1,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4130204,Free publicly accessible
Feature,CHFASE4130101,Point,evse,CHFASE4130101,Available,2024-02-29T20:15:29Z,None,47.380548,8.109115,CH*FASTNED,Not Available,OnStreet,50198,41415391092,TRUE,5034,Suhr,Rastplatz Suhr A1,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4130101,Free publicly accessible
Feature,CHFASE4130102,Point,evse,CHFASE4130102,Available,2024-02-29T20:15:30Z,None,47.380548,8.109115,CH*FASTNED,Not Available,OnStreet,50198,41415391092,TRUE,5034,Suhr,Rastplatz Suhr A1,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4130102,Free publicly accessible
Feature,CHFASE4130103,Point,evse,CHFASE4130103,Available,2024-03-01T10:56:04Z,None,47.380548,8.109115,CH*FASTNED,Not Available,OnStreet,50198,41415391092,TRUE,5034,Suhr,Rastplatz Suhr A1,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4130103,Free publicly accessible
Feature,CHFASE4130104,Point,evse,CHFASE4130104,Available,2024-03-01T10:56:04Z,None,47.380548,8.109115,CH*FASTNED,Not Available,OnStreet,50198,41415391092,TRUE,5034,Suhr,Rastplatz Suhr A1,CHE,TRUE,n/a,FALSE,TRUE,CHFASE4130104,Free publicly accessible
Feature,CH*ION*E202401,Point,evse,CH*ION*E202401,Unknown,,None,46.990174,7.475976,CH*ION,Not Available,,CH*ION*E202401,41435501449,TRUE,3063,Ittigen,Wolfackerweg,CHE,,nan,FALSE,FALSE,CH*ION*E202401,Free publicly accessible
Feature,CH*ION*E202402,Point,evse,CH*ION*E202402,Unknown,,None,46.990174,7.475976,CH*ION,Not Available,,CH*ION*E202402,41435501449,TRUE,3063,Ittigen,Wolfackerweg,CHE,,nan,FALSE,FALSE,CH*ION*E202402,Free publicly accessible
Feature,CH*ION*E202404,Point,evse,CH*ION*E202404,Unknown,,None,46.990174,7.475976,CH*ION,Not Available,,CH*ION*E202404,41435501449,TRUE,3063,Ittigen,Wolfackerweg,CHE,,nan,FALSE,FALSE,CH*ION*E202404,Free publicly accessible
Feature,CH*ION*E202403,Point,evse,CH*ION*E202403,Unknown,,None,46.990174,7.475976,CH*ION,Not Available,,CH*ION*E202403,41435501449,TRUE,3063,Ittigen,Wolfackerweg,CHE,,nan,FALSE,FALSE,CH*ION*E202403,Free publicly accessible
Feature,CH*ION*E202405,Point,evse,CH*ION*E202405,Unknown,,None,46.990174,7.475976,CH*ION,Not Available,,CH*ION*E202405,41435501449,TRUE,3063,Ittigen,Wolfackerweg,CHE,,nan,FALSE,FALSE,CH*ION*E202405,Free publicly accessible
Feature,CH*ION*E202406,Point,evse,CH*ION*E202406,Unknown,,None,46.990174,7.475976,CH*ION,Not Available,,CH*ION*E202406,41435501449,TRUE,3063,Ittigen,Wolfackerweg,CHE,,nan,FALSE,FALSE,CH*ION*E202406,Free publicly accessible
Feature,CH*ION*E114506,Point,evse,CH*ION*E114506,Unknown,,None,46.847886,8.633197,CH*ION,Not Available,,CH*ION*E114506,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Nord",CHE,,nan,FALSE,FALSE,CH*ION*E114506,Free publicly accessible
Feature,CH*ION*E114503,Point,evse,CH*ION*E114503,Unknown,,None,46.847886,8.633197,CH*ION,Not Available,,CH*ION*E114503,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Nord",CHE,,nan,FALSE,FALSE,CH*ION*E114503,Free publicly accessible
Feature,CH*ION*E114505,Point,evse,CH*ION*E114505,Unknown,,None,46.847886,8.633197,CH*ION,Not Available,,CH*ION*E114505,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Nord",CHE,,nan,FALSE,FALSE,CH*ION*E114505,Free publicly accessible
Feature,CH*ION*E114504,Point,evse,CH*ION*E114504,Unknown,,None,46.847886,8.633197,CH*ION,Not Available,,CH*ION*E114504,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Nord",CHE,,nan,FALSE,FALSE,CH*ION*E114504,Free publicly accessible
Feature,CH*ION*E114501,Point,evse,CH*ION*E114501,Unknown,,None,46.847886,8.633197,CH*ION,Not Available,,CH*ION*E114501,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Nord",CHE,,nan,FALSE,FALSE,CH*ION*E114501,Free publicly accessible
Feature,CH*ION*E114502,Point,evse,CH*ION*E114502,Unknown,,None,46.847886,8.633197,CH*ION,Not Available,,CH*ION*E114502,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Nord",CHE,,nan,FALSE,FALSE,CH*ION*E114502,Free publicly accessible
Feature,CH*ION*E213606,Point,evse,CH*ION*E213606,Unknown,,None,46.832458,6.859379,CH*ION,Not Available,,CH*ION*E213606,41435501449,TRUE,1470,Lully FR,"Rastanlage Lully, Restoroute Rose de la Broye",CHE,,nan,FALSE,FALSE,CH*ION*E213606,Free publicly accessible
Feature,CH*ION*E213605,Point,evse,CH*ION*E213605,Unknown,,None,46.832458,6.859379,CH*ION,Not Available,,CH*ION*E213605,41435501449,TRUE,1470,Lully FR,"Rastanlage Lully, Restoroute Rose de la Broye",CHE,,nan,FALSE,FALSE,CH*ION*E213605,Free publicly accessible
Feature,CH*ION*E213604,Point,evse,CH*ION*E213604,Unknown,,None,46.832458,6.859379,CH*ION,Not Available,,CH*ION*E213604,41435501449,TRUE,1470,Lully FR,"Rastanlage Lully, Restoroute Rose de la Broye",CHE,,nan,FALSE,FALSE,CH*ION*E213604,Free publicly accessible
Feature,CH*ION*E213603,Point,evse,CH*ION*E213603,Unknown,,None,46.832458,6.859379,CH*ION,Not Available,,CH*ION*E213603,41435501449,TRUE,1470,Lully FR,"Rastanlage Lully, Restoroute Rose de la Broye",CHE,,nan,FALSE,FALSE,CH*ION*E213603,Free publicly accessible
Feature,CH*ION*E114801,Point,evse,CH*ION*E114801,Unknown,,None,47.011751,9.512371,CH*ION,Not Available,,CH*ION*E114801,41435501449,TRUE,7304,Fläsch,A13 Zürich - Chur,CHE,,nan,FALSE,FALSE,CH*ION*E114801,Free publicly accessible
Feature,CH*ION*E114802,Point,evse,CH*ION*E114802,Unknown,,None,47.011751,9.512371,CH*ION,Not Available,,CH*ION*E114802,41435501449,TRUE,7304,Fläsch,A13 Zürich - Chur,CHE,,nan,FALSE,FALSE,CH*ION*E114802,Free publicly accessible
Feature,CH*ION*E114803,Point,evse,CH*ION*E114803,Unknown,,None,47.011751,9.512371,CH*ION,Not Available,,CH*ION*E114803,41435501449,TRUE,7304,Fläsch,A13 Zürich - Chur,CHE,,nan,FALSE,FALSE,CH*ION*E114803,Free publicly accessible
Feature,CH*ION*E114804,Point,evse,CH*ION*E114804,Unknown,,None,47.011751,9.512371,CH*ION,Not Available,,CH*ION*E114804,41435501449,TRUE,7304,Fläsch,A13 Zürich - Chur,CHE,,nan,FALSE,FALSE,CH*ION*E114804,Free publicly accessible
Feature,CH*ION*E114805,Point,evse,CH*ION*E114805,Unknown,,None,47.011751,9.512371,CH*ION,Not Available,,CH*ION*E114805,41435501449,TRUE,7304,Fläsch,A13 Zürich - Chur,CHE,,nan,FALSE,FALSE,CH*ION*E114805,Free publicly accessible
Feature,CH*ION*E114806,Point,evse,CH*ION*E114806,Unknown,,None,47.011751,9.512371,CH*ION,Not Available,,CH*ION*E114806,41435501449,TRUE,7304,Fläsch,A13 Zürich - Chur,CHE,,nan,FALSE,FALSE,CH*ION*E114806,Free publicly accessible
Feature,CH*ION*E114901,Point,evse,CH*ION*E114901,Unknown,,None,47.449367,8.700137,CH*ION,Not Available,,CH*ION*E114901,41435501449,TRUE,8310,Lindau,"Autobahn A1, Raststätte Kemptthal",CHE,,nan,FALSE,FALSE,CH*ION*E114901,Free publicly accessible
Feature,CH*ION*E114902,Point,evse,CH*ION*E114902,Unknown,,None,47.449367,8.700137,CH*ION,Not Available,,CH*ION*E114902,41435501449,TRUE,8310,Lindau,"Autobahn A1, Raststätte Kemptthal",CHE,,nan,FALSE,FALSE,CH*ION*E114902,Free publicly accessible
Feature,CH*ION*E114903,Point,evse,CH*ION*E114903,Unknown,,None,47.449367,8.700137,CH*ION,Not Available,,CH*ION*E114903,41435501449,TRUE,8310,Lindau,"Autobahn A1, Raststätte Kemptthal",CHE,,nan,FALSE,FALSE,CH*ION*E114903,Free publicly accessible
Feature,CH*ION*E114904,Point,evse,CH*ION*E114904,Unknown,,None,47.449367,8.700137,CH*ION,Not Available,,CH*ION*E114904,41435501449,TRUE,8310,Lindau,"Autobahn A1, Raststätte Kemptthal",CHE,,nan,FALSE,FALSE,CH*ION*E114904,Free publicly accessible
Feature,CH*ION*E114905,Point,evse,CH*ION*E114905,Unknown,,None,47.449367,8.700137,CH*ION,Not Available,,CH*ION*E114905,41435501449,TRUE,8310,Lindau,"Autobahn A1, Raststätte Kemptthal",CHE,,nan,FALSE,FALSE,CH*ION*E114905,Free publicly accessible
Feature,CH*ION*E114906,Point,evse,CH*ION*E114906,Unknown,,None,47.449367,8.700137,CH*ION,Not Available,,CH*ION*E114906,41435501449,TRUE,8310,Lindau,"Autobahn A1, Raststätte Kemptthal",CHE,,nan,FALSE,FALSE,CH*ION*E114906,Free publicly accessible
Feature,CH*ION*E115202,Point,evse,CH*ION*E115202,Unknown,,None,46.182242,9.001796,CH*ION,Not Available,,CH*ION*E115202,41435501449,TRUE,6513,Monte Carasso,Autostradale Sud ,CHE,,nan,FALSE,FALSE,CH*ION*E115202,Free publicly accessible
Feature,CH*ION*E115201,Point,evse,CH*ION*E115201,Unknown,,None,46.182242,9.001796,CH*ION,Not Available,,CH*ION*E115201,41435501449,TRUE,6513,Monte Carasso,Autostradale Sud ,CHE,,nan,FALSE,FALSE,CH*ION*E115201,Free publicly accessible
Feature,CH*ION*E115204,Point,evse,CH*ION*E115204,Unknown,,None,46.182242,9.001796,CH*ION,Not Available,,CH*ION*E115204,41435501449,TRUE,6513,Monte Carasso,Autostradale Sud ,CHE,,nan,FALSE,FALSE,CH*ION*E115204,Free publicly accessible
Feature,CH*ION*E115203,Point,evse,CH*ION*E115203,Unknown,,None,46.182242,9.001796,CH*ION,Not Available,,CH*ION*E115203,41435501449,TRUE,6513,Monte Carasso,Autostradale Sud ,CHE,,nan,FALSE,FALSE,CH*ION*E115203,Free publicly accessible
Feature,CH*ION*E115205,Point,evse,CH*ION*E115205,Unknown,,None,46.182242,9.001796,CH*ION,Not Available,,CH*ION*E115205,41435501449,TRUE,6513,Monte Carasso,Autostradale Sud ,CHE,,nan,FALSE,FALSE,CH*ION*E115205,Free publicly accessible
Feature,CH*ION*E115206,Point,evse,CH*ION*E115206,Unknown,,None,46.182242,9.001796,CH*ION,Not Available,,CH*ION*E115206,41435501449,TRUE,6513,Monte Carasso,Autostradale Sud ,CHE,,nan,FALSE,FALSE,CH*ION*E115206,Free publicly accessible
Feature,CH*ION*E114602,Point,evse,CH*ION*E114602,Unknown,,None,46.846522,8.632302,CH*ION,Not Available,,CH*ION*E114602,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Süd",CHE,,nan,FALSE,FALSE,CH*ION*E114602,Free publicly accessible
Feature,CH*ION*E114603,Point,evse,CH*ION*E114603,Unknown,,None,46.846522,8.632302,CH*ION,Not Available,,CH*ION*E114603,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Süd",CHE,,nan,FALSE,FALSE,CH*ION*E114603,Free publicly accessible
Feature,CH*ION*E114604,Point,evse,CH*ION*E114604,Unknown,,None,46.846522,8.632302,CH*ION,Not Available,,CH*ION*E114604,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Süd",CHE,,nan,FALSE,FALSE,CH*ION*E114604,Free publicly accessible
Feature,CH*ION*E114601,Point,evse,CH*ION*E114601,Unknown,,None,46.846522,8.632302,CH*ION,Not Available,,CH*ION*E114601,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Süd",CHE,,nan,FALSE,FALSE,CH*ION*E114601,Free publicly accessible
Feature,CH*ION*E114605,Point,evse,CH*ION*E114605,Unknown,,None,46.846522,8.632302,CH*ION,Not Available,,CH*ION*E114605,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Süd",CHE,,nan,FALSE,FALSE,CH*ION*E114605,Free publicly accessible
Feature,CH*ION*E114606,Point,evse,CH*ION*E114606,Unknown,,None,46.846522,8.632302,CH*ION,Not Available,,CH*ION*E114606,41435501449,TRUE,6467,Schattdorf,"Autobahn A2, Raststätte Gotthard Süd",CHE,,nan,FALSE,FALSE,CH*ION*E114606,Free publicly accessible
Feature,CH*ION*E115101,Point,evse,CH*ION*E115101,Unknown,,None,46.209502,9.026603,CH*ION,Not Available,,CH*ION*E115101,41435501449,TRUE,6500,Bellinzona,A2 Direzione Chiasso,CHE,,nan,FALSE,FALSE,CH*ION*E115101,Free publicly accessible
Feature,CH*ION*E115102,Point,evse,CH*ION*E115102,Unknown,,None,46.209502,9.026603,CH*ION,Not Available,,CH*ION*E115102,41435501449,TRUE,6500,Bellinzona,A2 Direzione Chiasso,CHE,,nan,FALSE,FALSE,CH*ION*E115102,Free publicly accessible
Feature,CH*ION*E115104,Point,evse,CH*ION*E115104,Unknown,,None,46.209502,9.026603,CH*ION,Not Available,,CH*ION*E115104,41435501449,TRUE,6500,Bellinzona,A2 Direzione Chiasso,CHE,,nan,FALSE,FALSE,CH*ION*E115104,Free publicly accessible
Feature,CH*ION*E115103,Point,evse,CH*ION*E115103,Unknown,,None,46.209502,9.026603,CH*ION,Not Available,,CH*ION*E115103,41435501449,TRUE,6500,Bellinzona,A2 Direzione Chiasso,CHE,,nan,FALSE,FALSE,CH*ION*E115103,Free publicly accessible
Feature,CH*ION*E115105,Point,evse,CH*ION*E115105,Unknown,,None,46.209502,9.026603,CH*ION,Not Available,,CH*ION*E115105,41435501449,TRUE,6500,Bellinzona,A2 Direzione Chiasso,CHE,,nan,FALSE,FALSE,CH*ION*E115105,Free publicly accessible
Feature,CH*ION*E115106,Point,evse,CH*ION*E115106,Unknown,,None,46.209502,9.026603,CH*ION,Not Available,,CH*ION*E115106,41435501449,TRUE,6500,Bellinzona,A2 Direzione Chiasso,CHE,,nan,FALSE,FALSE,CH*ION*E115106,Free publicly accessible
Feature,CH*ION*E100605,Point,evse,CH*ION*E100605,Unknown,,None,47.113372,8.232328,CH*ION,Not Available,,CH*ION*E100605,41435501449,TRUE,8023,Rothenburg,"Autobahn A2, Raststätte Neuenkirch Ost",CHE,,nan,FALSE,FALSE,CH*ION*E100605,Free publicly accessible
Feature,CH*ION*E100604,Point,evse,CH*ION*E100604,Unknown,,None,47.113372,8.232328,CH*ION,Not Available,,CH*ION*E100604,41435501449,TRUE,8023,Rothenburg,"Autobahn A2, Raststätte Neuenkirch Ost",CHE,,nan,FALSE,FALSE,CH*ION*E100604,Free publicly accessible
Feature,CH*ION*E100602,Point,evse,CH*ION*E100602,Unknown,,None,47.113372,8.232328,CH*ION,Not Available,,CH*ION*E100602,41435501449,TRUE,8023,Rothenburg,"Autobahn A2, Raststätte Neuenkirch Ost",CHE,,nan,FALSE,FALSE,CH*ION*E100602,Free publicly accessible
Feature,CH*ION*E100606,Point,evse,CH*ION*E100606,Unknown,,None,47.113372,8.232328,CH*ION,Not Available,,CH*ION*E100606,41435501449,TRUE,8023,Rothenburg,"Autobahn A2, Raststätte Neuenkirch Ost",CHE,,nan,FALSE,FALSE,CH*ION*E100606,Free publicly accessible
Feature,CH*ION*E100603,Point,evse,CH*ION*E100603,Unknown,,None,47.113372,8.232328,CH*ION,Not Available,,CH*ION*E100603,41435501449,TRUE,8023,Rothenburg,"Autobahn A2, Raststätte Neuenkirch Ost",CHE,,nan,FALSE,FALSE,CH*ION*E100603,Free publicly accessible
Feature,CH*ION*E100601,Point,evse,CH*ION*E100601,Unknown,,None,47.113372,8.232328,CH*ION,Not Available,,CH*ION*E100601,41435501449,TRUE,8023,Rothenburg,"Autobahn A2, Raststätte Neuenkirch Ost",CHE,,nan,FALSE,FALSE,CH*ION*E100601,Free publicly accessible
Feature,CH*ION*E115001,Point,evse,CH*ION*E115001,Unknown,,None,46.127822,7.059829,CH*ION,Not Available,,CH*ION*E115001,41435501449,TRUE,1920,Martigny,"Rastanlage Martigny, A9",CHE,,nan,FALSE,FALSE,CH*ION*E115001,Free publicly accessible
Feature,CH*ION*E115003,Point,evse,CH*ION*E115003,Unknown,,None,46.127822,7.059829,CH*ION,Not Available,,CH*ION*E115003,41435501449,TRUE,1920,Martigny,"Rastanlage Martigny, A9",CHE,,nan,FALSE,FALSE,CH*ION*E115003,Free publicly accessible
Feature,CH*ION*E115004,Point,evse,CH*ION*E115004,Unknown,,None,46.127822,7.059829,CH*ION,Not Available,,CH*ION*E115004,41435501449,TRUE,1920,Martigny,"Rastanlage Martigny, A9",CHE,,nan,FALSE,FALSE,CH*ION*E115004,Free publicly accessible
Feature,CH*ION*E115002,Point,evse,CH*ION*E115002,Unknown,,None,46.127822,7.059829,CH*ION,Not Available,,CH*ION*E115002,41435501449,TRUE,1920,Martigny,"Rastanlage Martigny, A9",CHE,,nan,FALSE,FALSE,CH*ION*E115002,Free publicly accessible
Feature,CH*ION*E115005,Point,evse,CH*ION*E115005,Unknown,,None,46.127822,7.059829,CH*ION,Not Available,,CH*ION*E115005,41435501449,TRUE,1920,Martigny,"Rastanlage Martigny, A9",CHE,,nan,FALSE,FALSE,CH*ION*E115005,Free publicly accessible
Feature,CH*ION*E115006,Point,evse,CH*ION*E115006,Unknown,,None,46.127822,7.059829,CH*ION,Not Available,,CH*ION*E115006,41435501449,TRUE,1920,Martigny,"Rastanlage Martigny, A9",CHE,,nan,FALSE,FALSE,CH*ION*E115006,Free publicly accessible
Feature,CH*AVI*E123*0001,Point,evse,CH*AVI*E123*0001,Unknown,,None,47.46529,9.20073,CH*AVIA,Not Available,,CH*AVI*E123*0001,41712722740,TRUE,9246,Niederbüren,Staatsstrasse ,CHE,,14,FALSE,FALSE,CH*AVI*E123*0001,Free publicly accessible
Feature,CH*HER*E123*0001,Point,evse,CH*HER*E123*0001,Unknown,,None,47.284845,8.611227,CH*HER,Not Available,,CH*HER*E123*0001,41449053171,TRUE,8704,Herrliberg,Forchstrasse,CHE,,16,FALSE,FALSE,CH*HER*E123*0001,Free publicly accessible
Feature,CH*EWD*E123*0033,Point,evse,CH*EWD*E123*0033,Unknown,,None,46.81352,9.84591,CH*EWD,Not Available,,CH*EWD*E123*0033,41814153800,TRUE,7260,Davos,Bahnhofstrasse,CHE,,nan,TRUE,FALSE,CH*EWD*E123*0033,Free publicly accessible
Feature,CH*EWD*E123*0027,Point,evse,CH*EWD*E123*0027,Unknown,,None,46.8135,9.84586,CH*EWD,Not Available,,CH*EWD*E123*0027,41814153800,TRUE,7260,Davos,Bahnhofstrasse,CHE,,nan,TRUE,FALSE,CH*EWD*E123*0027,Free publicly accessible
Feature,CH*EWD*E123*0023,Point,evse,CH*EWD*E123*0023,Unknown,,None,46.80008,9.83121,CH*EWD,Not Available,,CH*EWD*E123*0023,41814153800,TRUE,7270,Davos,Talstrasse,CHE,,49a,TRUE,FALSE,CH*EWD*E123*0023,Free publicly accessible
Feature,CH*EWD*E123*0032,Point,evse,CH*EWD*E123*0032,Unknown,,None,46.80013,9.83124,CH*EWD,Not Available,,CH*EWD*E123*0032,41814153800,TRUE,7270,Davos,Talstrasse,CHE,,49a,TRUE,FALSE,CH*EWD*E123*0032,Free publicly accessible
Feature,CH*EWD*E123*0005,Point,evse,CH*EWD*E123*0005,Unknown,,None,46.79978,9.83104,CH*EWD,Not Available,,CH*EWD*E123*0005,41814153800,TRUE,7270,Davos,Talstrasse,CHE,,49a,TRUE,FALSE,CH*EWD*E123*0005,Free publicly accessible
Feature,CH*EWD*E123*0013,Point,evse,CH*EWD*E123*0013,Unknown,,None,46.79975,9.83108,CH*EWD,Not Available,,CH*EWD*E123*0013,41814153800,TRUE,7270,Davos,Talstrasse,CHE,,49a,TRUE,FALSE,CH*EWD*E123*0013,Free publicly accessible
Feature,CH*EWD*E123*0012,Point,evse,CH*EWD*E123*0012,Unknown,,None,46.79336,9.82095,CH*EWD,Not Available,,CH*EWD*E123*0012,41814153800,TRUE,7270,Davos,Promenade,CHE,,40,TRUE,FALSE,CH*EWD*E123*0012,Free publicly accessible
Feature,CH*EWD*E123*0014,Point,evse,CH*EWD*E123*0014,Unknown,,None,46.79327,9.82131,CH*EWD,Not Available,,CH*EWD*E123*0014,41814153800,TRUE,7270,Davos,Promenade,CHE,,40,TRUE,FALSE,CH*EWD*E123*0014,Free publicly accessible
Feature,CH*EWO*E123*0001,Point,evse,CH*EWO*E123*0001,Unknown,,None,46.89538,8.2476,CH*EWO,Not Available,,CH*EWO*E123*0001,41800876876,TRUE,6060,Sarnen,Bahnhofplatz,CHE,,7,FALSE,FALSE,CH*EWO*E123*0001,Free publicly accessible
Feature,CH*EWO*E123*0002,Point,evse,CH*EWO*E123*0002,Unknown,,None,46.87077,8.23782,CH*EWO,Not Available,,CH*EWO*E123*0002,41800876876,TRUE,6072,Sachseln,Bahnhofplatz,CHE,,1,FALSE,FALSE,CH*EWO*E123*0002,Free publicly accessible
Feature,CH*EWO*E123*0003,Point,evse,CH*EWO*E123*0003,Unknown,,None,46.83674,8.18736,CH*EWO,Not Available,,CH*EWO*E123*0003,41800876876,TRUE,6074,Giswil,Gorgenstrasse,CHE,,nan,FALSE,FALSE,CH*EWO*E123*0003,Free publicly accessible
Feature,CH*EWO*E123*0004,Point,evse,CH*EWO*E123*0004,Unknown,,None,46.78573,8.16329,CH*EWO,Not Available,,CH*EWO*E123*0004,41800876876,TRUE,6078,Lungern,Bahnhofstrasse,CHE,,nan,FALSE,FALSE,CH*EWO*E123*0004,Free publicly accessible
Feature,CH*EWO*E123*0005,Point,evse,CH*EWO*E123*0005,Unknown,,None,46.94119,8.27574,CH*EWO,Not Available,,CH*EWO*E123*0005,41800876876,TRUE,6055,Alpnach,Bahnhofplatz,CHE,,1,FALSE,FALSE,CH*EWO*E123*0005,Free publicly accessible
Feature,CH*EWO*E123*0006,Point,evse,CH*EWO*E123*0006,Unknown,,None,46.81965,8.40193,CH*EWO,Not Available,,CH*EWO*E123*0006,41800876876,TRUE,6390,Engelberg,Bahnhof,CHE,,nan,FALSE,FALSE,CH*EWO*E123*0006,Free publicly accessible
Feature,CH*EWO*E123*0007,Point,evse,CH*EWO*E123*0007,Unknown,,None,46.90111,8.27367,CH*EWO,Not Available,,CH*EWO*E123*0007,41800876876,TRUE,6064,Kerns,Sarnerstrasse,CHE,,5,FALSE,FALSE,CH*EWO*E123*0007,Free publicly accessible
Feature,CH*LID*E123*0001,Point,evse,CH*LID*E123*0001,Unknown,,None,47.19381,8.81854,CH*LIDL,Not Available,,CH*LID*E123*0001,41800857000,FALSE,8852,Altendorf,Zürcherstrasse ,CHE,,68,FALSE,FALSE,CH*LID*E123*0001,Free publicly accessible
Feature,CH*LID*E123*0002,Point,evse,CH*LID*E123*0002,Unknown,,None,47.54679,9.27426,CH*LIDL,Not Available,,CH*LID*E123*0002,41800857000,FALSE,8580,Amriswil,Schrofenstrasse,CHE,,13,FALSE,FALSE,CH*LID*E123*0002,Free publicly accessible
Feature,CH*LID*E123*0003,Point,evse,CH*LID*E123*0003,Unknown,,None,47.46274,7.83903,CH*LIDL,Not Available,,CH*LID*E123*0003,41800857000,FALSE,4461,Böckten,Hauptstrasse,CHE,,23,FALSE,FALSE,CH*LID*E123*0003,Free publicly accessible
Feature,CH*LID*E123*0004,Point,evse,CH*LID*E123*0004,Unknown,,None,47.39553,8.63853,CH*LIDL,Not Available,,CH*LID*E123*0004,41800857000,FALSE,8600,Dübendorf,Im Schörli,CHE,,20,FALSE,FALSE,CH*LID*E123*0004,Free publicly accessible
Feature,CH*LID*E123*0005,Point,evse,CH*LID*E123*0005,Unknown,,None,47.56601,8.90792,CH*LIDL,Not Available,,CH*LID*E123*0005,41800857000,FALSE,8500,Frauenfeld,Langfeldstrasse,CHE,,70,FALSE,FALSE,CH*LID*E123*0005,Free publicly accessible
Feature,CH*LID*E123*0006,Point,evse,CH*LID*E123*0006,Unknown,,None,47.22942,8.84679,CH*LIDL,Not Available,,CH*LID*E123*0006,41800857000,FALSE,8645,Jona,Feldlistrasse,CHE,,5,FALSE,FALSE,CH*LID*E123*0006,Free publicly accessible
